date,open,high,low,close,volume,cci,macd,rsi_14,adx,obv,macd_hist,macd_signal,%K,ema_14,%D,bb_lower,williams_r,bb_upper,sma_14,atr
2017-08-18 18:00:00+00:00,-1.0527402267666326,-1.0460449197085742,-1.0548131673587433,-1.0561544860804275,-0.6994218150611846,-1.2623262603417142,-0.1709922452943476,-1.2426284705387929,-0.5776117460521767,-0.2840328855678302,-0.2402333181081642,-0.1049278387836815,-1.417707401783144,-1.0474875595309323,-0.9740121322582426,-1.0471036526431532,-1.417707292716878,-1.0443450291951673,-1.0461564624367292,-0.575237902211142
2017-08-18 19:00:00+00:00,-1.058076152633862,-1.0561296732648708,-1.0612418682858755,-1.0549683836589696,-0.6912949084576325,-1.984017229915934,-0.2006626737910755,-1.3096903756024314,-0.6165555031023251,-0.2838842118366987,-0.2711847780983167,-0.1265067797183841,-0.7457587309968503,-1.048490427581241,-0.9451393189068764,-1.048671207743908,-0.7457586802728287,-1.0437610586614527,-1.0469530282858592,-0.5661209546027242
2017-08-18 20:00:00+00:00,-1.0550137623846991,-1.0562215915915558,-1.0634269060506083,-1.0622075683902543,-0.7006542116124602,-2.1902592683935063,-0.2635422057428567,-1.5937889915993,-0.6554992601524734,-0.2839332054738389,-0.3842708441111179,-0.1571893363599143,-1.6692974854961515,-1.050325770426915,-1.388421923889617,-1.0522313195539483,-1.6692973545854644,-1.041988861768085,-1.0481129840803698,-0.5402051868639806
2017-08-18 21:00:00+00:00,-1.0625314527336291,-1.063700116674226,-1.0661043199850626,-1.065062511261618,-0.701858965624268,-2.550688312921197,-0.3264671053223087,-1.899225486480054,-0.7591399039149649,-0.2839693680282428,-0.4750114658383455,-0.195048817553388,-1.7361016847429285,-1.052296924870625,-1.503913177295082,-1.055806862587294,-1.7361015480319364,-1.0402172795805424,-1.0495703160758576,-0.5256856036357593
2017-08-18 22:00:00+00:00,-1.0636930490350358,-1.056419810023931,-1.0661043199850626,-1.0563845409221095,-0.6983644879265388,-1.5437357656445296,-0.3223386512042624,-0.839037732792168,-0.8018524116473855,-0.283895987973818,-0.3690215882135306,-0.2244790249442436,-0.4898713011334653,-1.0528477163515468,-1.411350334492173,-1.05677131404387,-0.489871272626984,-1.040241253107716,-1.0503291597853288,-0.4858411659397105
2017-08-18 23:00:00+00:00,-1.056814613793536,-1.0561296732648708,-1.056806058325536,-1.0567227089680793,-0.6949022598581889,-0.99622093457257,-0.3176204179264953,-0.9859642702497764,-0.9180555576841184,-0.2840062420575976,-0.2828104484360814,-0.2470213114563882,-0.5383141122831749,-1.0533695849921465,-1.001611145020578,-1.0576997593127335,-0.5383140795706249,-1.0404846766144014,-1.0512087143417084,-0.4892600212928673
2017-08-19 00:00:00+00:00,-1.056687642769248,-1.053513440075415,-1.0569071882191887,-1.0532580579097446,-0.6957384466770917,-0.6568221231455711,-0.2906266794623469,-0.9676746597778746,-0.8885336773396513,-0.2839048936775145,-0.1543241437940335,-0.2593039675687748,0.0277635760710922,-1.0533607823885698,-0.3625878495234276,-1.058071394607334,0.0277635596336936,-1.0408946853996512,-1.0520744374468791,-0.4836463452191655
2017-08-19 01:00:00+00:00,-1.0532229680866976,-1.0531151273264463,-1.0531894005037827,-1.0541983913609907,-0.698610967236794,-0.4422512794796064,-0.2717991139789492,-0.9640167376834946,-0.7541149030052684,-0.2839756241010874,-0.0733973996246592,-0.2651803755911714,-0.0288832595475197,-1.053477731264656,-0.1952953721640408,-1.0584346713226445,-0.0288832710665315,-1.0415616412197355,-1.0529357596357571,-0.4876139057524585
2017-08-19 02:00:00+00:00,-1.054163307949741,-1.0531576473687227,-1.052846190927199,-1.0537043391600016,-0.7009329405520945,-0.3553193753257585,-0.2513836815270722,-0.8872003737015084,-0.6146711277611888,-0.2839296235654651,-0.0042473085247087,-0.2655175465432762,0.1715293381928109,-1.0535135704363598,0.0615877466238503,-1.0587503684327637,0.1715293092728856,-1.0420165235302083,-1.0537228949499724,-0.4927632928275834
2017-08-19 03:00:00+00:00,-1.052185199962443,-1.0534077652644642,-1.0556911012480157,-1.0548256993719154,-0.7007348356859081,-0.4779610317248397,-0.2391797896836168,-0.8128226244491094,-0.4758554776308215,-0.2839777339923213,0.028968892440333,-0.2632055171574152,0.104725138946034,-1.0536940238096757,0.0896113595825292,-1.0590757100574486,0.1047251158264132,-1.0426988469959169,-1.0544169823196958,-0.5030620669778333
